"Summary of tests for positive selection at the 6,520 single-copy orthologs. Also included are measures of codon bias (ENC and Nc') and GC content.  ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Official Gene ID,Common_name,Synonyms,Best Genbank Hit,Total No. of Codons,No. of Codons Analyzed,Model M0 dN,Model M0 dS,Model M0 dN/dS,Model M0 kappa,p1M8,Model M0 lnL,Model M7 lnL,Model M8 lnL,M8 vs. M7 LRT Score,Empirical P-value,Empirical Q-value,Empirical Lfdr,Effective No. of Codons (ENC),Novembre's Nc',GC Content,3rd position GC Content,Intron GC Content,Flanking Region GC Content
SPU_026027,Sp-Btbd10,potassium channel tetramerization protein; BTB (POZ) domain containing 10,NP_598461.1,317,262,0.0084,0.2554,0.03308,2.11532,1.00E-05,-1361.83,-1361.84,-1361.84,-0.000552,0.907954,0.623528,1,56.41,51.1088,0.504,0.56,0.354634,0.4545
SPU_010303,Sp-Eif3k,"translation initiation factor eIF3k, subunit 11, p25",Q9UBQ5,217,158,0.0051,0.2995,0.01695,0.34701,1.00E-05,-774.154,-774.161,-774.161,-0.000552,0.907954,0.623528,1,53.11,49.0248,0.444,0.51,0.327667,0.343
SPU_016268,Sp-C17orf28,human chromosome 17 open reading frame 28,EAW89219.1,359,233,0.0039,0.2634,0.01488,2.57781,1.00E-05,-1213.84,-1213.85,-1213.85,-0.000554,0.907954,0.623528,1,54.24,45.8629,0.487,0.553,0.350735,0.3485
SPU_002874,Sp-Ets1/2,Ets1,NP_999698,493,423,0.0185,0.434,0.04262,2.15401,1.00E-05,-2464.5,-2457.45,-2457.45,-0.000556,0.907954,0.623528,1,51.81,42.3053,0.547,0.637,0.371803,0.3415
SPU_009182,Sp-Sdhd,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial precursor (CybS) (Succinate-ubiquinone reductase membrane anchor subunit) (QPs3) (CII-4) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit)  ",51701450,148,126,0.0075,0.3827,0.01966,3.30238,1.00E-05,-714.674,-714.682,-714.683,-0.000556,0.907954,0.623528,1,55.22,44.4648,0.518,0.599,0.36689,0.357895
SPU_025954,Sp-Aif,"Apoptosis Inducing Factor, PCD8(programmed cell death 8)",none,525,245,0.0206,0.3079,0.06703,2.02026,1.00E-05,-1368.79,-1368.82,-1368.82,-0.000558,0.907954,0.623528,1,55.43,52.03,0.499,0.464,0.334811,0.317536
SPU_014446,Sp-Med21,mediator complex subunit 21; RNA polymerase II complex component SRB7,NP_079591.1,177,135,0.0109,0.4162,0.02629,3.96205,1.00E-05,-812.726,-812.738,-812.738,-0.000568,0.907954,0.623528,1,61,55.49,0.507,0.466,0.347546,0.393055
SPU_020329,Sp-Srp54,signal recognition particle 54 kDa protein,BC61368,484,403,0.0011,0.2448,0.00445,1.62007,1.00E-05,-2001.81,-2001.81,-2001.81,-0.000568,0.907954,0.623528,1,52.3,50.9857,0.448,0.431,0.319013,0.368205
SPU_003123,Sp-Wdr16,WD repeat domain 16,XP_582249.3,635,376,0.0255,0.5288,0.04827,1.61366,1.00E-05,-2321.35,-2318.92,-2318.92,-0.000568,0.907954,0.623528,1,54.66,46.4468,0.497,0.572,0.356192,0.336
SPU_004749,Sp-Wdtc1-2,WD and tetratricopeptide repeats 1-2; KIAA1037 protein-like,BAA82989.1,467,194,0.0139,0.3359,0.04128,2.04461,1.00E-05,-1088.51,-1088.53,-1088.53,-0.000568,0.907954,0.623528,1,57.02,52.7549,0.506,0.54,0.352037,0.434363
SPU_002341,Sp-Fam120c,family with sequence similarity 120C,CAH70725.1,697,587,0.0154,0.4441,0.03463,1.48222,1.00E-05,-3395.5,-3388.46,-3388.46,-0.000574,0.907954,0.623528,1,52.31,44.0516,0.534,0.603,0.366016,0.36
SPU_027278,Sp-Mos,"MEKK, Raf",BAB13700,418,361,0.0178,0.2491,0.07155,3.00016,1.00E-05,-1977.56,-1977.59,-1977.59,-0.000574,0.907954,0.623528,1,56.65,53.5901,0.5,0.548,NULL,0.3695
SPU_014584,Sp-Phgdh,D-3-phosphoglycerate dehydrogenase (3-PGDH),3122856,507,197,0.0145,0.4535,0.03196,3.54651,1.00E-05,-1200.91,-1200.92,-1200.92,-0.000574,0.907954,0.623528,1,54.47,48.0826,0.546,0.584,0.354446,0.3995
SPU_019655,Sp-AnL18,"astacin, tolloid-like",none,176,110,0.0623,0.5283,0.11798,1.34743,1.00E-05,-730.486,-730.55,-730.55,-0.000576,0.907954,0.623528,1,60.93,53.0456,0.464,0.479,0.338145,0.351
SPU_003906,Sp-Yipf5,smooth muscle cell associated protein 5 like,NP_110426,247,169,0.0107,0.3459,0.03085,1.4658,1.00E-05,-940.656,-940.669,-940.67,-0.000576,0.907954,0.623528,1,52.69,49.1992,0.497,0.462,0.333138,0.341622
SPU_000270,Sp-Xpo6,Exportin 6,BC058090,506,354,0.0037,0.2661,0.01377,2.33898,1.00E-05,-1760.67,-1760.67,-1760.67,-0.000582,0.907954,0.623528,1,55.31,45.1702,0.484,0.609,0.344754,0.3745
SPU_014711,Sp-HH3.3,none,none,136,113,0,0.1467,0.0001,6.58566,1.00E-05,-532.911,-532.908,-532.908,-0.000584,0.907954,0.623528,1,40.58,35.8817,0.556,0.545,0.299544,0.36
SPU_025570,Sp-Wdr12,WD repeat domain 12,NP_955442.1,325,184,0.0166,0.3388,0.04905,1.71363,1.00E-05,-1014.4,-1014.42,-1014.42,-0.000584,0.907954,0.623528,1,56.73,55.5086,0.461,0.426,0.358258,0.38
SPU_021732,Sp-Gpn2,"GPN-loop GTPase 2; ATP binding domain 1 family, member B",AAH18407.1,308,250,0.0167,0.3576,0.04677,3.4706,1.00E-05,-1420.24,-1420.26,-1420.26,-0.000586,0.907954,0.623528,1,56.56,44.6125,0.504,0.638,0.35661,0.4175
SPU_017470,Sp-Klf3/8/12,z400,NP_034766,260,170,0.0192,0.3003,0.06388,0.76492,1.00E-05,-894.148,-894.177,-894.178,-0.000586,0.907954,0.623528,1,55.58,50.9536,0.519,0.56,0.357091,0.386316
SPU_019749,Sp-Klhl20L,kelch-like 20 (Drosophila)-like,NP_001034571.1,452,179,0.0168,0.3575,0.04707,1.12221,1.00E-05,-994.085,-994.107,-994.107,-0.000586,0.907954,0.623528,1,58.06,55.2228,0.501,0.534,NULL,0.3895
SPU_006004,Sp-Tsp1k,none,none,1252,756,0.0483,0.3298,0.14651,2.49956,1.00E-05,-4629.93,-4614.5,-4614.5,-0.000586,0.907954,0.623528,1,56.38,48.9621,0.552,0.548,0.345766,0.347883
SPU_010030,Sp-Cog6,component of oligomeric golgi complex 6,NP_065802,700,213,0.0149,0.3085,0.04837,2.45521,1.00E-05,-1178.67,-1178.69,-1178.69,-0.000588,0.907954,0.623528,1,51.49,53.292,0.456,0.415,0.350158,0.371
SPU_024039,Sp-Lix1L,Lix1-like; Lix1 homolog (mouse)-like,BAC34588.1,308,164,0.0104,0.5059,0.02065,2.54271,1.00E-05,-924.517,-924.527,-924.528,-0.000592,0.907954,0.623528,1,55.33,40.5518,0.571,0.664,0.341844,0.326
SPU_003548,Sp-E78a,NR1E1,CAA67385,330,260,0.0084,0.3102,0.02721,1.93901,1.00E-05,-1357.69,-1357.7,-1357.7,-0.000594,0.907954,0.623528,1,58.37,48.8298,0.553,0.635,0.374706,0.401
SPU_024635,Sp-Sac3,Sac domain-containing inositol phosphatase 3 ,7662034,626,400,0.0149,0.2536,0.0589,2.7625,1.00E-05,-2161.32,-2161.34,-2161.34,-0.000602,0.907954,0.623528,1,53.82,47.6377,0.482,0.54,0.35251,0.37464
SPU_002295,Sp-Sephs2,selenophosphate synthetase 2 (or 1),NP_001037388.1,323,283,0.0048,0.2201,0.02195,2.2788,1.00E-05,-1430.97,-1430.98,-1430.98,-0.000602,0.907954,0.623528,1,56.6,49.598,0.503,0.518,0.325283,0.365
SPU_020722,Sp-Smad1/5/8_1,none,NP_001007481.1,462,402,0.0068,0.2645,0.02573,2.47311,1.00E-05,-2136.76,-2136.77,-2136.77,-0.000602,0.907954,0.623528,1,53.76,45.0003,0.524,0.552,0.358845,0.3345
SPU_028659,Sp-Psmd11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",AAH55457.1,418,349,0.0052,0.3351,0.01537,1.59988,1.00E-05,-1901.22,-1901.22,-1901.22,-0.000612,0.912974,0.624822,1,57.33,53.8483,0.458,0.48,0.371169,0.3535
SPU_017578,Sp-Ghdc,GH3 domain containing,BAG53722.1,542,295,0.027,0.3219,0.08384,1.25964,1.00E-05,-1673.25,-1673.28,-1673.28,-0.000618,0.912974,0.624822,1,57.05,51.4803,0.492,0.534,0.356339,0.354359
SPU_008049,Sp-Loc56902_1,putatative KH domain 28 kDa protein ,NP_064528,197,104,0.0043,0.4221,0.01024,3.12368,1.00E-05,-585.555,-585.56,-585.56,-0.000618,0.912974,0.624822,1,49.09,52.5694,0.415,0.38,0.374024,0.369528
SPU_026247,Sp-Lrpprc,leucine-rich PPR-motif containing,AAP41922.1,1028,388,0.0205,0.4307,0.04754,2.09402,1.00E-05,-2303.45,-2302.91,-2302.92,-0.000622,0.912974,0.624822,1,53.83,48.2115,0.486,0.544,0.343981,0.377949
SPU_026498,Sp-Pkce,protein kinase C epsilon type,XP_783954.1,381,312,0.0043,0.2149,0.01984,1.78885,1.00E-05,-1563.07,-1563.08,-1563.08,-0.000622,0.912974,0.624822,1,53.85,48.9042,0.493,0.555,0.370114,0.404
SPU_010245,Sp-Socs7,none,NP_619598,173,150,0.003,0.3969,0.0075,2.3303,1.00E-05,-831.321,-831.324,-831.325,-0.000628,0.912974,0.624822,1,56.92,42.7045,0.543,0.586,0.353893,0.3625
SPU_027322,Sp-Kiaa0100,KIAA0100 protein-like,EAW51112.1,529,217,0.012,0.3218,0.0373,1.6252,1.00E-05,-1151.95,-1151.97,-1151.97,-0.00063,0.912974,0.624822,1,52.31,48.2979,0.472,0.508,0.344366,0.373826
SPU_001439,Sp-Polr2c,DNA-directed RNA polymerase II polypeptide C; RPB3: ,XP_781436,247,133,0.0191,0.5491,0.03483,1.14066,1.00E-05,-801.648,-801.67,-801.67,-0.000634,0.912974,0.624822,1,51.88,47.4288,0.471,0.486,0.342726,0.377
SPU_024600,Sp-FlnaL,"filamin, alpha-like",NP_034357.2,422,134,0.0166,0.5058,0.03279,1.73964,1.00E-05,-813.33,-813.346,-813.347,-0.000638,0.912974,0.624822,1,54.14,54.1322,0.472,0.425,0.350162,0.372821
SPU_016045,Sp-Pka,cAMP-dependent protein kinase A catalytic subunit,XP_794677.1,233,139,0,0.1193,0.0001,2.36629,1.00E-05,-638.083,-638.079,-638.079,-0.00064,0.912974,0.624822,1,54.43,46.45,0.506,0.609,0.367511,0.368
SPU_006134,Sp-Pold3,DNA polymerase subunit delta 3,BAG09578.1,517,274,0.049,0.2853,0.17194,2.34927,1.00E-05,-1563.42,-1555.94,-1555.94,-0.00064,0.912974,0.624822,1,53.33,54.6709,0.458,0.44,0.344968,0.362564
SPU_008219,Sp-Pomgnt1,"O-linked mannose beta1,2-N-acetylglucosaminyltransferase",12655225,379,127,0.0107,0.5196,0.0206,2.52006,1.00E-05,-769.436,-769.447,-769.447,-0.00064,0.912974,0.624822,1,56.29,48.7408,0.489,0.551,0.350959,0.325444
SPU_002761,Sp-Hypp_1412,hypothetical protein-1412,EEA52049.1,318,146,0.0393,0.5174,0.07604,3.16458,1.00E-05,-914.401,-914.445,-914.445,-0.000642,0.912974,0.624822,1,48.41,39.4986,0.54,0.646,0.327652,0.3405
SPU_018044,Sp-Ubr4_1,ubiquitin protein ligase E3 component n-recognin 4-1,BAC39609.1,399,203,0.0106,0.3769,0.02804,1.37976,1.00E-05,-1120.01,-1120.02,-1120.02,-0.00065,0.912974,0.624822,1,56.97,50.6203,0.492,0.555,0.365503,0.37641
SPU_025144,Sp-Cstf3,Cleavage stimulation factor subunit 3 isoform 1,NP_001317,495,174,0.0072,0.562,0.01276,1.21236,1.00E-05,-948.202,-948.207,-948.208,-0.000654,0.912974,0.624822,1,55.21,48.1509,0.481,0.603,0.34814,0.365
SPU_015399,Sp-Mkln1,"muskelin 1, intracellular mediator containing kelch motifs",BAG57641.1,736,346,0.0132,0.2937,0.0451,3.0909,1.00E-05,-1905.71,-1905.73,-1905.73,-0.000656,0.912974,0.624822,1,53.56,51.5137,0.452,0.479,0.349331,0.3345
SPU_010670,Sp-Sbdsh,Shwachman-Bodian-Diamond syndrome protein homolog,NP_057122 ,154,111,0.004,0.4048,0.00989,2.16415,1.00E-05,-600.01,-600.015,-600.016,-0.000658,0.912974,0.624822,1,58.5,52.3777,0.462,0.554,0.336648,0.368205
SPU_024163,Sp-Pitx1_1,none,NP_991238.1,197,163,0.0083,0.3499,0.02377,1.46111,1.00E-05,-916.745,-916.757,-916.757,-0.00066,0.912974,0.624822,1,52.21,44.8614,0.55,0.586,0.322418,0.361
SPU_019875,Sp-Rnf41,ring finger protein 41,NP_919340     ,319,303,0.003,0.245,0.01232,2.81286,1.00E-05,-1563.38,-1563.39,-1563.39,-0.00066,0.912974,0.624822,1,49.98,46.1634,0.518,0.536,0.325843,0.37
SPU_024607,Sp-Vps11,vacuolar protein sorting 11,NP_068375.3,369,177,0.0025,0.3603,0.00692,2.69983,1.00E-05,-912.044,-912.047,-912.048,-0.00066,0.912974,0.624822,1,50.36,45.5101,0.475,0.581,0.362191,0.390611
SPU_000836,Sp-Th,Tyrosine Hydroxylase,CAI21099.1,522,401,0.02,0.5452,0.03667,1.94694,1.00E-05,-2533.69,-2526.81,-2526.81,-0.000662,0.912974,0.624822,1,56.57,46.6963,0.522,0.587,0.356812,0.395
SPU_027785,Sp-Kat5,K (lysine) acetyltransferase 5; HIV-1 Tat interactive protein,NP_874368.1,473,387,0.016,0.3038,0.05252,1.71269,1.00E-05,-2129.98,-2126.82,-2126.82,-0.000668,0.912974,0.624822,1,54.58,49.1616,0.465,0.525,0.328885,0.4195
SPU_021205,Sp-Z357,none,AAH56019,212,191,0.0047,0.3319,0.01403,3.66598,1.00E-05,-1014.42,-1014.42,-1014.42,-0.00067,0.912974,0.624822,1,51.4,43.7165,0.571,0.667,0.402714,0.399
SPU_026761,Sp-Ptprtfpipa1_1,protein tyrosine phosphatase receptor type f-polypeptide interacting protein alpha 1; LAR-interacting protein 1b; Lirprin-alpha1; PTPRF interacting protein alpha1 isoform b,21707845,275,226,0.0159,0.3668,0.0434,1.92933,1.00E-05,-1282.91,-1282.93,-1282.93,-0.000676,0.912974,0.624822,1,56.88,54.2516,0.48,0.447,0.350859,0.3455
SPU_019903,Sp-Rtkn2,"rhotekin 2; pleckstrin homology domain containing, family K member 1",AAN71738.1,430,188,0.0478,0.5136,0.09299,2.45274,0.03375,-1260.95,-1255.65,-1255.65,-0.000678,0.912974,0.624822,1,55.71,53.1859,0.482,0.475,0.351434,0.339
SPU_026187,Sp-Ubr4_7,ubiquitin protein ligase E3 component n-recognin 4-7; retinoblastoma-associated factor 600; p600,NP_001153791.1,524,167,0.0075,0.5208,0.01438,2.30646,1.00E-05,-918.993,-919.003,-919.003,-0.00068,0.912974,0.624822,1,50.49,41.8828,0.536,0.646,0.351408,0.391579
SPU_014497,Sp-Rab37,RAS-Related Protein RAB-37,BC050757,130,123,0,0.1622,0.0001,5.29218,1.00E-05,-576.12,-576.116,-576.117,-0.000682,0.912974,0.624822,1,56.72,52.7931,0.464,0.478,0.376006,0.3655
SPU_026740,Sp-Rqcd1,RCD1 required for cell differentiation1 ,NP_005435 ,286,104,0,0.1996,0.0001,7.98755,1.00E-05,-513.477,-513.473,-513.473,-0.000686,0.912974,0.624822,1,52.74,49.666,0.494,0.531,0.343184,0.387585
SPU_018509,Sp-Ahctf1L,AT hook containing transcription factor 1-like,XP_537228.2,866,245,0.0092,0.394,0.02339,1.84023,1.00E-05,-1404.11,-1404.13,-1404.13,-0.00069,0.912974,0.624822,1,56.62,50.9723,0.504,0.539,0.354802,0.358086
SPU_002210,Sp-Cdk1,"CDC2, Cell Division Cycle 2, EC 2.7.1.37",P06493,301,218,0.0515,0.4175,0.12336,1.78234,1.00E-05,-1375.82,-1369.39,-1369.39,-0.00069,0.912974,0.624822,1,53.05,48.4371,0.489,0.565,0.370455,0.385
SPU_019341,Sp-Kclqt1,"potassium channel, KvQLT family member (kqt-1)",25147238,418,269,0.0082,0.2976,0.02754,1.98536,1.00E-05,-1405.04,-1405.06,-1405.06,-0.000692,0.912974,0.624822,1,52.1,55.8388,0.446,0.357,0.367658,0.308718
SPU_001664,Sp-Nf1-3,neurofibromin 1-3; neurofibromatosis 1-3,BAA08141.1,543,299,0.0235,0.7374,0.03186,1.31494,1.00E-05,-2050.01,-2045.68,-2045.68,-0.000692,0.912974,0.624822,1,54.08,50.9402,0.492,0.495,0.320978,0.388136
SPU_012607,Sp-SnrpD1,small nuclear ribonucleoprotein D1 polypeptide 16kDa,NP_008869,128,112,0,0.1824,0.0001,3.15266,1.00E-05,-548.466,-548.462,-548.462,-0.000696,0.912974,0.624822,1,49.23,51.3082,0.516,0.411,0.347264,0.407
SPU_000144,Sp-Nop5,nucleolar protein 5,NP_057018.1,535,356,0.0114,0.3413,0.03348,1.9241,1.00E-05,-2005.48,-2005.49,-2005.49,-0.000706,0.912974,0.624822,1,52.59,49.8189,0.472,0.535,0.345094,0.368205
SPU_003646,Sp-Eif2a,"Translational Initiation Factor 2 subunit 1, alpha subunit, eIF2alpha",BC074615,313,192,0.0094,0.4887,0.01926,1.86272,1.00E-05,-1138.21,-1138.22,-1138.22,-0.000712,0.912974,0.624822,1,55.66,51.6391,0.477,0.559,0.328192,0.404389
SPU_012998,Sp-Fn3_1,none,NP_055738.2,660,250,0.0073,0.3898,0.01867,3.71454,1.00E-05,-1424.29,-1424.29,-1424.3,-0.000716,0.912974,0.624822,1,52.03,43.6417,0.56,0.659,0.358626,0.417895
SPU_015935,Sp-SnrpA/U2Bl,small nuclear ribonucleoprotein polypeptide A,NP_004587,206,121,0.0072,0.4885,0.01482,2.37424,1.00E-05,-679.426,-679.435,-679.435,-0.000718,0.912974,0.624822,1,49.05,46.1973,0.508,0.538,0.355422,0.355897
SPU_015113,Sp-Pnlip_8,pancreatic lipase-8,EDL94538.1,329,130,0.016,0.4998,0.03195,1.26176,1.00E-05,-743.028,-743.05,-743.05,-0.000724,0.912974,0.624822,1,58,46.6506,0.517,0.594,0.351256,0.3435
SPU_005693,Sp-Wdr41,WD repeat domain 41,BAE29221.1,451,299,0.0314,0.3273,0.09594,3.45926,1.00E-05,-1778.34,-1778.39,-1778.39,-0.00073,0.912974,0.624822,1,56.64,50.0416,0.479,0.515,0.349818,0.334
SPU_019732,Sp-Med27,mediator complex subunit 27; mediator of RNA polymerase II transcription subunit 27; cofactor required for Sp1 transcriptional activation subunit 8,EAW87992.1,305,220,0.0062,0.3415,0.01808,1.82688,1.00E-05,-1207.61,-1207.62,-1207.62,-0.000732,0.912974,0.624822,1,53.95,55.5071,0.447,0.432,0.379433,0.391
SPU_022153,Sp-Ck1a1,"CKI alpha, casein kinase I alpha",AAB19227,348,321,0.0014,0.2637,0.00516,2.03933,1.00E-05,-1613.39,-1613.39,-1613.39,-0.000736,0.926099,0.628162,1,52.25,45.0967,0.476,0.568,0.356194,0.3635
SPU_007417,Sp-Dhx16_1,DEAH (Asp-Glu-Ala-His) box polypeptide 16-1,AAH09147.1,355,186,0.0024,0.2804,0.00868,3.95227,1.00E-05,-950.896,-950.901,-950.901,-0.000744,0.926099,0.628162,1,48.46,37.5121,0.536,0.672,0.349886,0.306146
SPU_012647,Sp-Sf3a1L,"splicing factor 3a, subunit 1-like",BAE35597.1,341,141,0.0238,0.3432,0.0694,0.97835,1.00E-05,-781.904,-778.825,-778.825,-0.000744,0.926099,0.628162,1,57.52,50.3995,0.497,0.538,0.343992,0.358
SPU_022844,Sp-Ptch1,patched homolog 1 (Drosophila),ABJ09405.1,310,248,0.0392,0.3699,0.10591,2.1102,1.00E-05,-1558.6,-1558.66,-1558.66,-0.000746,0.926099,0.628162,1,56.62,52.64,0.54,0.528,0.37402,0.366
SPU_026718,Sp-Ogdh_1,Oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) ,15779103,428,225,0.0093,0.7142,0.01302,2.39551,1.00E-05,-1363.81,-1361.93,-1361.93,-0.000748,0.926099,0.628162,1,46.46,37.0402,0.542,0.669,0.370087,0.355
SPU_010170,Sp-Hypp_609,hypothetical protein-609,none,736,656,0.1027,0.2761,0.37201,2.71448,0.25109,-4402.22,-4393.41,-4393.41,-0.000754,0.926099,0.628162,1,53.44,55.239,0.461,0.39,0.337172,0.35
SPU_011488,Sp-Unc13dL_1,unc-13 homolog D (C. elegans)-like-1,BAG63031.1,300,104,0.0173,0.5942,0.02907,3.15998,1.00E-05,-632.281,-630.343,-630.344,-0.000756,0.926099,0.628162,1,59.68,51.0685,0.479,0.551,0.331262,0.374359
SPU_010954,Sp-Kap,"kinesin II-accessory 115 kDa polypeptide [Strongylocentrotus purpuratus]; KAP, Kinesin II associated Protein [Chlamydomonas]; kinesin-associated protein 3 [Homo sapiens]",NP_999823,815,428,0.0041,0.277,0.01485,1.59033,1.00E-05,-2185.1,-2185.11,-2185.11,-0.00076,0.926099,0.628162,1,51.96,49.7023,0.457,0.504,0.342017,0.4005
SPU_026828,Sp-Msn1,none,NP_663720,893,302,0.0059,0.2856,0.02069,2.07939,1.00E-05,-1587.44,-1587.45,-1587.45,-0.000766,0.926099,0.628162,1,52.4,46.3037,0.52,0.573,0.344891,0.367184
SPU_028273,Sp-My10f_3,none,none,451,166,0.0055,0.4965,0.01098,2.56579,1.00E-05,-967.584,-967.591,-967.591,-0.000766,0.926099,0.628162,1,57.86,51.0931,0.5,0.563,0.350076,0.349231
SPU_003653,Sp-Gmppa,GDP-mannose pyrophosphorylase A,45447090,421,307,0.0189,0.4052,0.04674,2.10725,1.00E-05,-1803.05,-1803.08,-1803.08,-0.000772,0.926099,0.628162,1,55.74,47.8677,0.495,0.563,0.354545,0.326
SPU_024304,Sp-Scai,suppressor of cancer cell invasion; human chromosome 9 open reading frame 126,BAC05217.1,316,106,0.0193,0.6198,0.03114,1.20567,1.00E-05,-628.12,-626.13,-626.13,-0.000778,0.926099,0.628162,1,46.5,40.0221,0.512,0.662,0.345909,0.382564
SPU_026270,Sp-Ube2j2,"ubiquitin-conjugating enzyme E2, J2 (UBC6 homolog, yeast)",NP_477515.2,169,101,0,0.2373,0.0001,4.31148,1.00E-05,-505.7,-505.695,-505.695,-0.000786,0.926099,0.628162,1,53.79,52.1209,0.477,0.481,0.35398,0.3965
SPU_002250,Sp-Cryzl1,Quinone oxidoreductase-like 1 (QOH-1) (Zeta-crystallin homolog) (4P11),6685817,262,192,0.0304,0.3863,0.07865,1.57363,1.00E-05,-1163.09,-1163.14,-1163.14,-0.000794,0.926099,0.628162,1,58.77,55.6129,0.487,0.456,0.359647,0.3595
SPU_015468,Sp-Nuc205_1,nucleoporin 205kDa - duplicate,NP_055950  ,828,243,0.035,0.8007,0.04368,2.61064,1.00E-05,-1722.84,-1722.61,-1722.61,-0.0008,0.926099,0.628162,1,52.86,45.4961,0.576,0.658,0.363411,0.36019
SPU_018367,Sp-Bxdc2,BRIX,NP_060791,220,157,0.0246,0.3874,0.06347,1.8015,1.00E-05,-889.309,-889.354,-889.354,-0.000804,0.926099,0.628162,1,54.3,49.1355,0.429,0.49,0.35756,0.3795
SPU_001804,Sp-Krfp1L,"krev interaction trapped 1 isoform 2, KRIT1 ankyrin repeat containing",NP_001013424.1,290,225,0.004,0.2655,0.01506,2.4879,1.00E-05,-1166.95,-1166.96,-1166.96,-0.000804,0.926099,0.628162,1,52.19,54.7465,0.438,0.419,0.34017,0.386297
SPU_014075,Sp-Kif9L1,Kinesin Family 9 isoform 2 [Homo sapiens],NP_878905,193,147,0.0059,0.4578,0.01282,1.73445,1.00E-05,-826.481,-826.49,-826.491,-0.000808,0.926099,0.628162,1,53.57,53.1739,0.459,0.457,0.359249,0.359511
SPU_004214,Sp-Xyli,xylose isomerase (Zea mays),ACG42142.1,433,238,0.0059,0.3618,0.01627,3.28638,1.00E-05,-1313.23,-1313.24,-1313.24,-0.000808,0.926099,0.628162,1,55.2,49.8652,0.5,0.493,0.331729,0.351
SPU_013381,Sp-Trappc2,trafficking protein particle complex 2,NP_055378 ,142,127,0,0.1827,0.0001,5.3853,1.00E-05,-598.506,-598.501,-598.502,-0.00081,0.926099,0.628162,1,40.89,44.4834,0.397,0.373,0.308319,0.3425
SPU_028583,Sp-Zic,z244,CAB96573,564,326,0.0091,0.3307,0.02755,1.77241,1.00E-05,-1727.36,-1727.37,-1727.37,-0.000814,0.926099,0.628162,1,57.13,45.4205,0.561,0.622,0.337424,0.374759
SPU_030070,Sp-Zic2,none,NP_115529,542,326,0.0091,0.3307,0.02755,1.77241,1.00E-05,-1727.36,-1727.37,-1727.37,-0.000814,0.926099,0.628162,1,57.51,46.6291,0.561,0.624,0.336427,0.391
SPU_016494,Sp-Prkg1,"cGMP-dependent protein kinase 1, beta isozyme (cGK 1 beta) (cGKI-beta)",125379,292,196,0.0067,0.3429,0.01965,1.87504,1.00E-05,-1068.3,-1068.31,-1068.31,-0.000818,0.926099,0.628162,1,55.72,54.1931,0.449,0.471,0.338073,0.351282
SPU_015048,Sp-Acss2,"Acetyl-coenzyme A synthetase, cytoplasmic (Acetate--CoA ligase) (Acyl-activating enzyme) (Acetyl-CoA synthetase) (ACS)(AceCS)",20137525,384,195,0.0115,0.429,0.02674,2.29724,1.00E-05,-1125.29,-1125.31,-1125.31,-0.00082,0.926099,0.628162,1,55.41,54.2205,0.465,0.403,0.376379,0.380421
SPU_025713,Sp-DnmbpL,dynamin-binding protein-like,BAG54695.1,391,123,0.017,0.6244,0.02725,0.75609,1.00E-05,-712.636,-712.662,-712.662,-0.00082,0.926099,0.628162,1,60.81,56.017,0.466,0.512,0.355009,0.417895
SPU_024358,Sp-Herc1_1,hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1-1,XP_001477112.1,415,274,0.0122,0.3841,0.03178,4.59629,1.00E-05,-1615.6,-1615.62,-1615.62,-0.000822,0.926099,0.628162,1,56.98,53.783,0.537,0.58,0.340107,0.409844
SPU_028405,Sp-Tuba1c_2,"tubulin, alpha 1C-2",NP_033474.1,376,104,0,0.2397,0.0001,2.74674,1.00E-05,-509.589,-509.584,-509.584,-0.000828,0.926099,0.628162,1,48.52,43.9365,0.522,0.57,0.296029,0.3685
SPU_022008,Sp-Dnahc5,"dynein, axonemal, heavy chain 5",NP_579943.2,723,334,0.0101,0.4984,0.02028,1.6859,1.00E-05,-1891.72,-1890.19,-1890.19,-0.000834,0.926099,0.628162,1,51.91,42.5477,0.504,0.63,0.348557,0.412724
SPU_008000,Sp-Odadc3L2,none,none,153,123,0,0.2037,0.0001,4.49651,1.00E-05,-581.541,-581.535,-581.536,-0.000834,0.926099,0.628162,1,46.02,42.6313,0.491,0.561,0.334336,0.3505
SPU_003109,Sp-Ppih,Peptidyl prolyl isomerase H,NP_006338,166,152,0.0147,0.4728,0.03101,2.15293,1.00E-05,-916.848,-915.119,-915.119,-0.000834,0.926099,0.628162,1,46.23,51.781,0.432,0.415,0.374397,0.453566
SPU_016013,Sp-Dgkq,DiacylGlycerol Kinase theta (Diglyceride kinase) (DGk-theta),1708624,629,375,0.0024,0.1872,0.0126,2.00869,1.00E-05,-1821.23,-1821.24,-1821.24,-0.000838,0.926099,0.628162,1,57.58,53.2052,0.485,0.513,0.35211,0.387
